booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL506271,IndiGo,2025,August,61,1,NA,0,IND,181,,First,59385.16,0,Website,Check-Out,2025-08-09,0,2
AL513192,AirAsia India,2024,September,71,1,,0,IND,310,,Economy,9254.19,0,Corporate Desk,Check-Out,2024-10-09,0,0
AL509453,Vistara,2026,August,30,1,0,0,IND,52,,Economy,6258.24,0,Airport Counter,Check-Out,2026-09-13,1,0
AL506702,AirAsia India,2024,February,3,1,0,0,ARE,229,,Economy,3381.16,0,Mobile App,Check-Out,2024-03-29,0,1
AL503742,IndiGo,2024,January,87,1,0,0,QAT,14,,Economy,10284.05,0,Mobile App,Check-Out,2024-02-12,3,0
AL513661,Vistara,2024,August,83,1,0,0,THA,271,,Economy,7685.12,0,Website,Check-Out,2024-09-13,1,1
AL514901,Air India,2024,June,119,2,0,0,QAT,215,,Premium Economy,8719.55,0,Website,Check-Out,2024-06-13,3,1
AL504538,SpiceJet,2026,March,166,1,0,0,,38,,Economy,5055.19,0,Website,Check-Out,2026-03-17,1,1
AL509704,SpiceJet,2024,April,71,1,0,0,NPL,178,,Business,31305.83,0,Travel Agent,Check-Out,2024-04-25,3,1
AL504133,AirAsia India,2024,February,101,1,0,0,IND,31,,Business,9329.26,0,Corporate Desk,Check-Out,2024-02-20,3,2
AL510715,Air India,2026,June,57,1,0,0,IND,172,,Economy,6363.64,0,Airport Counter,Check-Out,2026-06-29,0,1
AL512298,IndiGo,2025,March,33,1,NA,0,IND,193,,Economy,6251.74,0,Airport Counter,Check-Out,2025-04-19,0,0
AL515430,Air India,2025,October,17,1,0,0,IND,206,,Economy,6078.12,1,Mobile App,Canceled,2025-11-11,1,0
AL510568,AirAsia India,2026,May,102,2,0,0,USA,,,Business,25322.48,0,Airport Counter,Check-Out,2026-06-21,2,2
AL505578,Air India,2026,July,71,2,0,0,IND,218,,Premium Economy,21347.88,1,Mobile App,Canceled,2026-08-27,1,0
AL505825,Vistara,2026,August,100,1,0,0,SGP,115,,Economy,8712.88,1,Corporate Desk,Canceled,2026-09-14,0,2
AL507194,Akasa Air,2025,September,57,1,NA,0,IND,2,,Business,22100.92,0,Airport Counter,Check-Out,2025-10-07,0,1
AL500638,SpiceJet,2025,June,81,1,0,0,IND,101,,Business,44997.25,1,Travel Agent,Canceled,2025-07-13,2,1
AL500131,SpiceJet,2024,November,94,1,0,0,ARE,199,,Premium Economy,13851.68,0,Travel Agent,Check-Out,2024-12-11,2,1
AL513742,Vistara,2025,July,141,1,0,1,DEU,34,,Business,24784.57,1,Airport Counter,Canceled,2025-08-31,2,2
AL502593,IndiGo,2024,May,53,1,0,1,USA,233,,Premium Economy,7593.25,1,Corporate Desk,Canceled,2024-05-26,2,1
AL504297,Air India,2025,June,17,1,0,0,ARE,3,,Economy,6979.52,0,Travel Agent,Check-Out,2025-06-04,0,1
AL507266,SpiceJet,2025,August,116,2,1,0,AUS,,,Premium Economy,11547.21,0,Mobile App,Check-Out,2025-08-23,0,0
AL515033,AirAsia India,2025,September,70,2,1,0,IND,148,,Premium Economy,16169.09,0,Travel Agent,Check-Out,2025-10-14,3,2
AL511382,AirAsia India,2025,June,72,1,0,0,IND,288,,Economy,6212.1,0,Corporate Desk,Check-Out,2025-06-05,0,2
AL515744,IndiGo,2025,April,23,2,0,0,THA,7,C727,Economy,5464.09,1,Website,Canceled,2025-04-26,2,0
AL509313,IndiGo,2024,October,119,3,0,0,MYS,,,Business,36569.46,0,Airport Counter,No-Show,2024-10-04,1,0
AL506824,Akasa Air,2024,June,86,1,0,0,IND,260,,Economy,9957.27,0,Corporate Desk,Check-Out,2024-07-03,0,1
AL508857,AirAsia India,2025,May,99,1,0,0,IND,,,Economy,8333.66,0,Corporate Desk,Check-Out,2025-06-02,0,2
AL513001,Akasa Air,2025,November,52,1,0,0,ARE,337,,Economy,9712.64,0,Website,Check-Out,2025-12-16,2,2
AL503194,AirAsia India,2024,September,174,1,0,0,AUS,101,,Premium Economy,16097.91,1,Travel Agent,Canceled,2024-09-21,0,0
AL507040,SpiceJet,2025,February,6,1,0,0,ARE,195,,First,70658.48,0,Travel Agent,Check-Out,2025-03-13,2,1
AL506618,Air India,2024,July,63,1,2,0,USA,83,,Economy,8602.84,1,Airport Counter,Canceled,2024-07-04,2,2
AL508261,Air India,2025,February,139,3,2,0,GBR,272,,Economy,12542.16,0,Travel Agent,No-Show,2025-03-06,0,1
AL500215,AirAsia India,2025,July,7,3,0,0,ARE,274,,Economy,4743.47,0,Travel Agent,Check-Out,2025-08-30,1,2
AL513537,IndiGo,2025,March,131,1,0,0,AUS,285,,Premium Economy,11463.83,0,Corporate Desk,Check-Out,2025-03-30,1,1
AL503669,Vistara,2024,December,37,2,0,0,,233,,Business,27233.47,0,Travel Agent,Check-Out,2025-01-11,2,1
AL503621,Akasa Air,2025,June,19,3,0,1,ARE,20,,Economy,7537.19,0,Corporate Desk,Check-Out,2025-07-02,3,0
AL500360,IndiGo,2024,May,105,1,0,0,IND,184,,Economy,3334.89,0,Airport Counter,Check-Out,2024-05-29,3,1
AL511607,Akasa Air,2025,December,57,3,0,0,IND,,,Business,42250.89,1,Website,Canceled,2025-12-10,0,2
AL512194,Akasa Air,2024,March,27,1,2,0,IND,281,,Premium Economy,19193.78,0,Airport Counter,Check-Out,2024-03-25,1,2
AL503988,IndiGo,2024,November,25,1,0,0,SGP,262,,Economy,8300.4,0,Website,Check-Out,2024-11-22,0,0
AL514582,IndiGo,2025,February,10,2,0,0,NPL,137,,Business,19118.0,0,Mobile App,No-Show,2025-03-03,3,1
AL513159,SpiceJet,2026,February,111,1,2,0,GBR,45,,Business,26977.07,0,Corporate Desk,Check-Out,2026-03-13,1,0
AL509720,Akasa Air,2026,March,118,1,0,0,ARE,29,,Premium Economy,12828.65,0,Corporate Desk,Check-Out,2026-04-16,0,0
AL504478,SpiceJet,2024,December,50,1,1,0,ARE,201,,First,42532.89,0,Travel Agent,Check-Out,2025-01-22,1,0
AL502592,Akasa Air,2025,September,5,1,0,0,NPL,119,,Business,17823.79,0,Corporate Desk,Check-Out,2025-10-14,3,2
AL501756,Vistara,2026,February,16,1,2,0,IND,116,,Premium Economy,16629.43,1,Mobile App,Canceled,2026-02-25,0,1
AL513226,IndiGo,2024,August,77,2,0,0,,337,,Economy,7768.7,0,Airport Counter,Check-Out,2024-08-18,1,1
AL500209,Akasa Air,2026,January,62,1,0,0,ARE,287,,Premium Economy,17657.55,0,Corporate Desk,Check-Out,2026-03-02,3,1
AL511716,Air India,2024,July,138,2,0,0,THA,160,,Economy,7860.24,0,Airport Counter,Check-Out,2024-07-05,2,2
AL502154,Air India,2024,March,61,1,0,0,GBR,199,,Economy,10832.11,0,Mobile App,No-Show,2024-03-15,3,1
AL514495,AirAsia India,2025,January,6,4,0,0,IND,339,,Economy,8529.69,0,Corporate Desk,Check-Out,2025-02-10,2,2
AL511781,Akasa Air,2024,February,43,1,0,0,LKA,,,Business,29050.1,1,Website,Canceled,2024-03-16,2,0
AL509594,AirAsia India,2026,April,88,1,NA,0,NPL,206,,Economy,7716.49,0,Mobile App,Check-Out,2026-05-14,3,1
AL508432,Vistara,2025,February,3,1,0,0,IND,55,,Premium Economy,12559.64,0,Website,Check-Out,2025-02-23,1,0
AL506294,Akasa Air,2026,October,173,4,,0,THA,,,Economy,9181.75,0,Airport Counter,Check-Out,2026-11-10,2,2
AL502066,Vistara,2024,July,116,3,0,0,IND,73,,Premium Economy,9494.15,0,Website,Check-Out,2024-07-19,3,2
AL500847,AirAsia India,2025,June,95,1,NA,0,THA,166,,Economy,8338.42,0,Airport Counter,Check-Out,2025-07-17,2,2
AL502227,SpiceJet,2024,March,28,2,0,0,GBR,256,,Economy,11415.14,0,Mobile App,Check-Out,2024-04-11,0,2
AL510226,SpiceJet,2024,May,1,1,0,0,ARE,42,,Economy,7956.36,0,Airport Counter,Check-Out,2024-06-03,1,1
AL501038,SpiceJet,2026,November,22,1,0,0,GBR,116,,Economy,8235.64,0,Airport Counter,Check-Out,2026-12-16,1,0
AL500713,SpiceJet,2024,April,21,1,0,1,IND,135,,Premium Economy,16958.69,0,Website,Check-Out,2024-06-01,3,1
AL513446,Air India,2024,January,31,2,NA,1,USA,141,,Business,NA,0,Mobile App,Check-Out,2024-01-28,1,2
AL501653,SpiceJet,2025,September,41,2,0,0,IND,132,,Premium Economy,14624.91,0,Mobile App,Check-Out,2025-10-14,3,0
AL509886,Air India,2025,January,28,1,0,0,LKA,206,,Premium Economy,18861.25,0,Airport Counter,Check-Out,2025-02-02,2,2
AL509241,Air India,2024,March,54,3,0,0,,161,,Business,37265.81,1,Mobile App,Canceled,2024-04-01,3,2
AL505191,SpiceJet,2025,September,9,1,0,0,IND,129,,Business,15555.7,0,Mobile App,Check-Out,2025-09-28,0,1
AL503433,Akasa Air,2024,September,136,3,0,0,IND,335,,Economy,11972.03,0,Website,Check-Out,2024-10-30,0,1
AL504577,SpiceJet,2026,November,94,1,0,0,MYS,38,,Economy,11496.77,1,Corporate Desk,Canceled,2026-12-27,1,0
AL514187,IndiGo,2026,July,114,1,,0,ARE,41,,Economy,3278.97,0,Airport Counter,Check-Out,2026-08-13,2,1
AL509357,IndiGo,2026,December,54,1,3,0,SGP,137,,First,37811.37,0,Travel Agent,Check-Out,2026-12-03,1,2
AL510905,IndiGo,2025,November,137,1,0,0,LKA,276,,Economy,11359.25,0,Airport Counter,Check-Out,2025-11-21,3,0
AL503775,IndiGo,2026,April,24,1,0,0,IND,307,,First,72392.56,0,Corporate Desk,Check-Out,2026-05-21,1,1
AL502562,Air India,2025,June,142,2,0,0,ARE,269,,Economy,7036.3,0,Corporate Desk,No-Show,2025-07-20,2,1
AL507219,Akasa Air,2025,July,29,2,0,0,USA,164,,Economy,8132.45,0,Travel Agent,Check-Out,2025-07-30,2,2
AL515928,AirAsia India,2024,April,51,2,0,0,USA,31,,Economy,9067.55,0,Website,Check-Out,2024-04-19,1,0
AL512942,AirAsia India,2026,January,143,2,0,0,USA,43,,Economy,9784.48,0,Website,Check-Out,2026-02-09,2,0
AL505608,SpiceJet,2025,December,129,2,0,0,ARE,163,,Economy,7148.31,0,Corporate Desk,No-Show,2026-01-27,1,1
AL503560,AirAsia India,2024,January,3,1,0,0,IND,176,,Economy,7332.83,0,Mobile App,Check-Out,2024-01-20,3,0
AL515451,Air India,2024,April,99,2,0,0,USA,179,,Economy,9057.98,0,Website,Check-Out,2024-05-16,2,1
AL509418,SpiceJet,2026,June,97,1,1,0,IND,60,,Economy,11693.29,0,Airport Counter,Check-Out,2026-07-14,3,0
AL513848,AirAsia India,2026,June,7,1,0,0,USA,314,,Economy,6495.88,0,Airport Counter,Check-Out,2026-06-19,2,1
AL515712,IndiGo,2026,June,8,2,0,0,GBR,25,,Economy,9123.51,0,Travel Agent,Check-Out,2026-06-25,2,1
AL512571,Akasa Air,2026,December,128,1,0,0,IND,,,Economy,8387.41,0,Airport Counter,Check-Out,2026-12-17,0,0
AL511466,Air India,2025,September,20,4,0,0,QAT,22,,Economy,7816.26,0,Website,Check-Out,2025-10-01,0,0
AL504670,AirAsia India,2025,April,114,2,0,0,LKA,220,,Premium Economy,12247.22,0,Airport Counter,Check-Out,2025-05-02,3,0
AL514097,SpiceJet,2024,April,19,3,0,0,ARE,135,,Economy,10026.8,0,Website,Check-Out,2024-04-21,3,1
AL500698,Air India,2026,September,182,1,0,0,THA,324,,Economy,3126.08,0,Corporate Desk,Check-Out,2026-09-26,0,0
AL503472,AirAsia India,2025,March,89,2,0,0,SGP,317,,Economy,5046.28,0,Travel Agent,Check-Out,2025-03-28,3,0
AL504340,SpiceJet,2025,April,28,3,0,1,ARE,48,,Premium Economy,16421.18,1,Airport Counter,Canceled,2025-05-16,1,1
AL508557,IndiGo,2026,October,124,1,0,0,IND,43,,Premium Economy,12380.28,0,Website,Check-Out,2026-10-23,1,2
AL511813,Air India,2025,July,95,1,1,0,AUS,260,,Economy,8167.75,0,Website,Check-Out,2025-07-24,0,2
AL508279,Akasa Air,2024,November,109,2,0,0,,91,,Economy,2706.8,1,Mobile App,Canceled,2025-01-01,1,0
AL510379,SpiceJet,2024,July,137,1,0,0,IND,129,,Business,28640.59,0,Mobile App,Check-Out,2024-08-03,1,0
AL503502,Akasa Air,2024,January,105,1,0,0,DEU,104,,Premium Economy,13224.69,0,Mobile App,Check-Out,2024-02-06,1,1
AL507985,SpiceJet,2025,April,2,2,0,0,AUS,143,,Premium Economy,7359.49,0,Airport Counter,Check-Out,2025-05-12,3,2
AL503051,Akasa Air,2025,June,106,1,0,0,GBR,105,,Economy,11231.33,1,Corporate Desk,Canceled,2025-06-21,2,1
AL502762,Vistara,2024,April,89,2,0,0,ARE,75,,Economy,7758.68,0,Corporate Desk,No-Show,2024-05-12,2,0
AL509771,AirAsia India,2025,May,111,2,0,0,IND,289,,Economy,3600.56,1,Airport Counter,Canceled,2025-06-02,0,2
AL500214,Akasa Air,2024,October,44,4,1,0,IND,4,,Economy,6132.58,0,Airport Counter,Check-Out,2024-10-21,0,2
AL511741,Akasa Air,2024,June,62,1,3,0,IND,,,Economy,8314.12,0,Corporate Desk,Check-Out,2024-06-19,2,2
AL510021,AirAsia India,2026,March,92,1,0,0,THA,56,C964,Economy,9666.94,0,Mobile App,Check-Out,2026-03-06,3,2
AL511593,AirAsia India,2025,June,46,3,1,0,USA,285,,Economy,3564.2,0,Mobile App,Check-Out,2025-06-16,3,0
AL508370,AirAsia India,2024,March,33,1,0,0,MYS,226,C934,Business,28724.04,0,Airport Counter,Check-Out,2024-03-09,2,0
AL502134,SpiceJet,2025,September,119,2,0,0,IND,295,,Economy,6744.58,0,Website,Check-Out,2025-10-11,1,2
AL510091,Air India,2026,December,104,1,0,0,AUS,,,Economy,6895.75,0,Website,Check-Out,2027-01-17,1,1
AL512871,AirAsia India,2025,March,8,1,0,0,IND,77,,Premium Economy,13966.28,0,Travel Agent,Check-Out,2025-03-13,2,1
AL511706,IndiGo,2025,November,116,3,0,0,ARE,262,,Business,21343.18,0,Travel Agent,No-Show,2025-12-24,2,2
AL504088,AirAsia India,2025,February,109,2,0,0,IND,15,,Economy,8591.91,0,Corporate Desk,Check-Out,2025-02-08,3,2
AL505248,IndiGo,2026,January,88,2,0,0,GBR,36,,Economy,8441.87,0,Website,Check-Out,2026-01-14,2,2
AL513737,SpiceJet,2024,July,60,1,0,0,THA,217,,Economy,8307.61,0,Travel Agent,Check-Out,2024-08-09,2,2
AL504545,IndiGo,2025,January,68,1,0,0,GBR,99,,Business,20124.54,0,Corporate Desk,Check-Out,2025-01-24,1,2
AL500501,IndiGo,2025,September,73,3,0,0,IND,294,,Economy,11726.05,0,Corporate Desk,Check-Out,2025-10-08,0,0
AL515659,AirAsia India,2024,October,48,1,0,1,SGP,146,,Economy,4843.31,0,Travel Agent,Check-Out,2024-11-02,3,1
AL500564,SpiceJet,2026,October,7,3,0,0,DEU,135,,Economy,10638.55,1,Corporate Desk,Canceled,2026-10-23,2,1
AL502466,Vistara,2025,July,61,2,0,0,IND,175,,Economy,8219.71,0,Mobile App,Check-Out,2025-08-07,2,0
AL514560,SpiceJet,2026,December,78,2,0,0,IND,307,,Business,29395.34,0,Mobile App,Check-Out,2027-01-18,3,1
AL511579,Air India,2025,December,14,1,0,0,IND,70,,Economy,13043.52,0,Mobile App,Check-Out,2025-12-31,0,1
AL507727,Akasa Air,2024,June,72,1,0,0,,202,,Business,21464.26,0,Mobile App,Check-Out,2024-07-06,1,2
AL507779,IndiGo,2025,September,61,4,0,0,SGP,110,,Premium Economy,6273.45,0,Airport Counter,Check-Out,2025-10-16,3,0
AL501660,AirAsia India,2024,May,77,1,0,0,ARE,123,,Premium Economy,14622.17,0,Website,Check-Out,2024-05-24,3,0
AL512939,Air India,2024,April,41,2,0,0,ARE,246,,Business,16403.69,0,Travel Agent,Check-Out,2024-05-02,2,2
AL500991,AirAsia India,2026,January,102,2,2,0,AUS,16,,Business,30221.2,0,Corporate Desk,Check-Out,2026-02-23,1,1
AL508596,SpiceJet,2025,November,56,2,0,0,SGP,243,,Business,34867.38,0,Airport Counter,Check-Out,2026-01-06,3,0
AL515153,SpiceJet,2026,November,80,2,0,1,MYS,291,,First,44489.76,0,Mobile App,Check-Out,2026-12-10,2,0
AL510763,Air India,2025,January,125,2,3,0,USA,,,Premium Economy,11240.31,1,Mobile App,Canceled,2025-01-25,2,1
AL513948,Akasa Air,2026,February,139,1,0,0,THA,100,,Economy,11227.32,0,Airport Counter,Check-Out,2026-02-24,3,2
AL510108,SpiceJet,2026,February,11,1,0,0,LKA,76,,Premium Economy,11385.21,0,Website,Check-Out,2026-03-28,1,0
AL500854,AirAsia India,2024,May,146,1,0,0,SGP,74,,Economy,9598.93,1,Corporate Desk,Canceled,2024-05-24,3,2
AL508906,SpiceJet,2025,December,4,1,0,0,GBR,328,C272,Economy,7841.79,0,Mobile App,Check-Out,2025-12-28,1,0
AL512683,Vistara,2025,July,20,2,0,0,THA,11,,Economy,8383.16,0,Corporate Desk,Check-Out,2025-08-04,1,1
AL504287,Akasa Air,2025,July,2,2,0,0,IND,,,Economy,7161.61,0,Corporate Desk,Check-Out,2025-08-08,2,1
AL502264,AirAsia India,2025,April,76,2,0,0,THA,270,,Business,13847.34,0,Travel Agent,Check-Out,2025-05-01,3,1
AL503133,Air India,2025,August,126,2,0,0,DEU,101,,Economy,10731.4,1,Travel Agent,Canceled,2025-09-07,3,0
AL513700,SpiceJet,2025,July,71,2,0,0,IND,,,Economy,4447.01,0,Travel Agent,Check-Out,2025-08-08,2,1
AL503485,AirAsia India,2025,February,67,2,0,0,USA,276,,Economy,8890.83,1,Travel Agent,Canceled,2025-03-15,0,0
AL509454,SpiceJet,2025,January,22,2,0,0,IND,,,Economy,4959.98,0,Mobile App,Check-Out,2025-01-27,2,2
AL505843,AirAsia India,2025,February,72,1,0,0,QAT,337,,First,15328.0,0,Mobile App,Check-Out,2025-02-16,3,0
AL507114,IndiGo,2026,July,112,2,1,1,,266,,Economy,6491.14,0,Airport Counter,Check-Out,2026-07-13,3,1
AL507750,Vistara,2026,February,118,2,0,0,ARE,313,,Economy,7331.9,0,Airport Counter,Check-Out,2026-03-09,1,1
AL515635,SpiceJet,2026,February,146,1,0,0,IND,24,,Economy,8215.04,0,Website,Check-Out,2026-03-05,0,1
AL506060,Vistara,2024,July,36,2,0,0,ARE,314,,Business,31106.65,0,Website,Check-Out,2024-07-26,0,2
AL510178,Vistara,2024,August,60,2,0,0,IND,,,Premium Economy,NA,0,Travel Agent,Check-Out,2024-09-25,3,0
AL500828,IndiGo,2026,May,118,1,0,0,NPL,161,,Premium Economy,15378.46,0,Website,Check-Out,2026-06-24,0,0
AL502008,Akasa Air,2024,April,7,1,0,0,SGP,319,,Economy,7223.87,0,Mobile App,No-Show,2024-04-28,2,1
AL502062,SpiceJet,2024,April,189,2,0,0,IND,148,,Economy,7967.53,0,Travel Agent,Check-Out,2024-04-05,1,1
AL502887,AirAsia India,2025,June,32,1,0,0,USA,253,,Economy,10180.29,0,Airport Counter,Check-Out,2025-06-18,2,2
AL502065,Akasa Air,2024,June,60,2,0,0,NPL,119,,Economy,6359.6,0,Airport Counter,Check-Out,2024-07-28,2,0
AL512274,AirAsia India,2024,November,131,1,0,0,SGP,290,,Economy,6556.8,0,Corporate Desk,Check-Out,2024-12-20,0,1
AL507457,AirAsia India,2026,May,71,1,0,0,IND,289,,Economy,9728.2,0,Corporate Desk,Check-Out,2026-05-20,1,0
AL506440,IndiGo,2026,May,79,3,0,0,IND,147,C169,Business,20506.85,0,Mobile App,Check-Out,2026-05-26,1,0
AL512999,Vistara,2025,February,78,2,0,0,GBR,162,,Economy,4057.95,1,Airport Counter,Canceled,2025-02-12,3,2
AL509196,Vistara,2024,February,102,2,,0,AUS,135,,First,39543.48,0,Corporate Desk,Check-Out,2024-02-04,3,2
AL505694,IndiGo,2025,November,23,1,0,0,ARE,314,,Business,37465.3,0,Website,Check-Out,2025-11-13,2,0
AL513927,Air India,2026,June,70,1,1,0,IND,281,,Economy,6808.57,1,Airport Counter,Canceled,2026-07-03,3,2
AL505398,IndiGo,2026,May,20,1,0,0,IND,233,,Economy,9564.06,0,Website,Check-Out,2026-05-25,2,0
AL500066,SpiceJet,2026,February,19,1,0,0,LKA,285,,Business,31182.89,0,Website,Check-Out,2026-02-27,3,1
AL509883,SpiceJet,2025,September,14,1,0,0,,85,,Economy,7325.19,0,Corporate Desk,No-Show,2025-09-24,3,0
AL514340,AirAsia India,2025,May,29,2,0,0,THA,121,C331,Business,24709.14,0,Mobile App,Check-Out,2025-05-27,1,1
AL511088,IndiGo,2024,August,50,1,1,0,IND,102,,Economy,8618.05,0,Mobile App,Check-Out,2024-08-31,1,1
AL501216,Akasa Air,2025,May,12,1,NA,0,DEU,243,,Premium Economy,21101.98,0,Airport Counter,Check-Out,2025-06-08,2,2
AL510919,IndiGo,2024,May,26,1,1,0,AUS,163,,Economy,11938.34,0,Corporate Desk,Check-Out,2024-05-21,2,1
AL510188,IndiGo,2025,February,100,1,0,0,MYS,62,,Economy,9686.42,0,Mobile App,Check-Out,2025-03-07,0,0
AL508352,IndiGo,2026,November,32,2,1,0,ARE,176,,Business,36315.22,0,Travel Agent,Check-Out,2026-12-02,3,0
AL504907,Air India,2026,October,79,1,0,1,AUS,203,,Economy,8123.61,0,Travel Agent,No-Show,2026-11-08,0,0
AL511440,Vistara,2026,July,7,1,0,0,MYS,109,,Economy,6276.55,0,Airport Counter,Check-Out,2026-07-25,0,0
AL509988,Air India,2025,August,23,1,3,0,IND,79,,Premium Economy,6186.24,0,Website,Check-Out,2025-08-27,3,1
AL500168,Air India,2026,October,6,1,0,0,,70,,Economy,8676.55,0,Mobile App,Check-Out,2026-10-08,1,0
AL501467,AirAsia India,2024,December,75,1,0,0,AUS,105,,Business,18002.45,0,Travel Agent,No-Show,2025-01-04,2,1
AL504882,Vistara,2025,April,27,2,0,0,GBR,186,,Business,26583.79,0,Mobile App,Check-Out,2025-04-30,2,1
AL502722,SpiceJet,2026,June,110,2,0,0,SGP,89,,Business,30101.67,0,Corporate Desk,Check-Out,2026-07-21,2,1
AL513002,Vistara,2025,March,10,1,0,0,IND,,,Economy,7644.66,0,Mobile App,Check-Out,2025-04-02,1,0
AL507463,IndiGo,2024,July,58,4,0,0,IND,63,,Economy,7800.15,0,Mobile App,Check-Out,2024-07-08,1,0
AL512783,Vistara,2024,June,13,1,0,0,IND,83,,Economy,4779.49,1,Airport Counter,Canceled,2024-06-29,3,2
AL505442,IndiGo,2026,February,104,1,0,0,NPL,215,,Economy,10067.87,0,Airport Counter,Check-Out,2026-02-24,1,2
AL501466,IndiGo,2026,December,179,1,0,0,ARE,77,,Business,16308.18,1,Mobile App,Canceled,2027-01-22,3,0
AL510367,IndiGo,2025,July,47,1,0,0,THA,336,,Economy,7535.05,0,Website,Check-Out,2025-07-18,1,2
AL506549,Air India,2026,May,21,1,0,0,QAT,171,,Economy,4800.24,0,Corporate Desk,Check-Out,2026-06-24,1,1
AL512146,Air India,2026,February,85,2,0,0,THA,284,,Economy,10347.19,0,Mobile App,Check-Out,2026-03-12,2,0
AL513265,Air India,2024,April,13,1,0,0,NPL,297,,Economy,5690.57,0,Airport Counter,Check-Out,2024-04-20,2,0
AL505723,Vistara,2026,October,7,2,0,0,IND,110,,Premium Economy,13691.59,0,Corporate Desk,Check-Out,2026-10-16,2,0
AL504822,SpiceJet,2024,September,29,1,0,0,IND,232,,Economy,7639.46,0,Travel Agent,Check-Out,2024-09-19,0,2
AL515703,Vistara,2024,October,34,1,0,0,IND,307,,Premium Economy,16681.4,0,Travel Agent,Check-Out,2024-10-23,1,1
AL506981,AirAsia India,2025,October,32,2,0,0,SGP,320,,Business,31025.93,0,Mobile App,Check-Out,2025-10-12,0,2
AL513142,IndiGo,2025,March,63,2,1,0,IND,84,,Business,14263.79,0,Corporate Desk,Check-Out,2025-03-22,0,0
AL505673,IndiGo,2025,February,148,1,0,0,IND,,,Business,18749.77,1,Corporate Desk,Canceled,2025-03-18,2,1
AL510641,IndiGo,2026,October,26,1,0,0,IND,303,,Economy,9511.19,0,Airport Counter,Check-Out,2026-10-19,1,1
AL513464,IndiGo,2024,August,9,2,0,0,IND,109,,Business,27522.71,1,Airport Counter,Canceled,2024-09-02,3,2
AL503710,SpiceJet,2024,February,4,2,NA,0,AUS,296,,Economy,4764.2,0,Corporate Desk,Check-Out,2024-04-01,2,0
AL512792,SpiceJet,2024,April,38,2,0,0,IND,196,,Business,25549.44,0,Website,Check-Out,2024-04-22,0,2
AL515932,SpiceJet,2024,December,59,2,0,0,ARE,318,,Premium Economy,10148.27,0,Mobile App,Check-Out,2024-12-18,2,0
AL503057,Akasa Air,2025,May,121,2,NA,0,LKA,318,,Economy,5439.26,0,Corporate Desk,Check-Out,2025-06-21,0,2
AL513924,Akasa Air,2025,December,16,1,0,0,ARE,314,,Premium Economy,15502.87,0,Travel Agent,Check-Out,2025-12-26,2,0
AL509360,Vistara,2024,October,99,2,0,0,IND,96,,Business,31201.03,0,Airport Counter,Check-Out,2024-11-01,3,1
AL501676,IndiGo,2024,January,142,2,0,0,,3,,Economy,4788.04,1,Website,Canceled,2024-02-02,1,1
AL512743,SpiceJet,2025,May,8,1,0,0,IND,9,,Economy,6372.67,0,Mobile App,Check-Out,2025-05-07,2,0
AL515697,Akasa Air,2024,January,114,1,0,0,ARE,157,,Economy,10393.84,0,Travel Agent,Check-Out,2024-02-16,3,0
AL504166,Vistara,2024,July,56,2,0,0,IND,,,Premium Economy,18458.91,0,Travel Agent,Check-Out,2024-08-05,2,0
AL511735,AirAsia India,2024,November,138,3,0,0,IND,104,,Economy,3928.97,0,Travel Agent,Check-Out,2024-11-14,1,1
AL501531,IndiGo,2025,April,30,1,1,0,THA,,,Economy,7147.93,0,Website,Check-Out,2025-05-02,3,2
AL508814,Akasa Air,2026,February,1,1,1,0,IND,,,Premium Economy,11134.6,0,Airport Counter,Check-Out,2026-02-21,3,2
AL501761,SpiceJet,2026,March,18,2,0,0,,188,,Business,24217.13,1,Travel Agent,Canceled,2026-04-03,0,2
AL500477,Air India,2025,January,72,2,0,0,DEU,311,,Economy,12251.62,1,Airport Counter,Canceled,2025-02-04,3,2
AL509584,Air India,2025,June,32,3,0,0,THA,,,Economy,6944.71,1,Airport Counter,Canceled,2025-07-15,3,0
AL507817,Air India,2024,September,85,1,0,0,ARE,12,,Premium Economy,18089.81,0,Website,Check-Out,2024-09-16,2,0
AL511646,SpiceJet,2026,March,82,1,0,0,THA,,,Economy,7121.27,0,Website,Check-Out,2026-03-26,2,1
AL509178,Vistara,2024,September,7,2,0,0,IND,303,,Economy,6916.76,0,Website,Check-Out,2024-09-15,0,2
AL501559,Air India,2024,July,103,1,2,0,IND,337,,Business,27928.4,0,Corporate Desk,Check-Out,2024-08-15,0,1
AL513451,Air India,2024,October,32,1,0,0,SGP,90,,Economy,7667.81,0,Mobile App,Check-Out,2024-11-13,3,2
AL512940,SpiceJet,2026,September,17,2,0,0,IND,11,,Economy,6717.48,0,Airport Counter,Check-Out,2026-09-12,3,2
AL513179,Air India,2024,February,74,1,0,0,QAT,,,Economy,7313.65,0,Mobile App,No-Show,2024-02-29,3,0
